timestamp,open,high,low,close,volume
1743134400000,5.8723,5.8824,5.68,5.7305,123102.807
1743138000000,5.7305,5.7305,5.6376,5.6376,42531.233
1743141600000,5.6376,5.6809,5.596,5.6003,12076.672
1743145200000,5.6003,5.6263,5.5503,5.5858,33153.051
1743148800000,5.5858,5.65,5.579,5.5859,33708.095
1743152400000,5.5859,5.5954,5.5272,5.5293,48030.341
1743156000000,5.5293,5.5473,5.5042,5.5091,22255.207
1743159600000,5.5091,5.5284,5.4589,5.5099,43843.143
1743163200000,5.5099,5.524,5.4249,5.46,37436.21
1743166800000,5.46,5.5633,5.4512,5.5228,24749.488
1743170400000,5.5228,5.5655,5.518,5.5423,15785.38
1743174000000,5.5423,5.5552,5.5221,5.5369,9785.543
1743177600000,5.5369,5.5748,5.511,5.5162,11837.561
1743181200000,5.5162,5.5598,5.5059,5.5596,16167.208
1743184800000,5.5596,5.5787,5.5402,5.556,11017.493
1743188400000,5.556,5.5677,5.5075,5.5118,9817.466
1743192000000,5.5118,5.558,5.4826,5.4966,14806.897
1743195600000,5.4966,5.5513,5.4912,5.5453,7535.921
1743199200000,5.5453,5.5859,5.542,5.5824,7969.36
1743202800000,5.5824,5.5824,5.5486,5.5499,6054.889
1743206400000,5.5499,5.5957,5.5472,5.5674,10631.78
1743210000000,5.5674,5.5883,5.5191,5.5336,7022.839
1743213600000,5.5336,5.5468,5.4951,5.5039,14926.649
1743217200000,5.5039,5.5525,5.4584,5.5503,18070.175
1743220800000,5.5503,5.5507,5.5154,5.5244,12191.107
1743224400000,5.5244,5.5276,5.472,5.492,12659.564
1743228000000,5.492,5.5132,5.4474,5.4989,12752.175
1743231600000,5.4989,5.5036,5.4272,5.46,11901.504
1743235200000,5.46,5.508,5.4577,5.4898,10211.133
1743238800000,5.4898,5.5048,5.4078,5.4425,23148.067
1743242400000,5.4425,5.4457,5.376,5.3972,35961.649
1743246000000,5.3972,5.3996,5.3094,5.3424,39393.842
1743249600000,5.3424,5.3854,5.3201,5.3646,28654.618
1743253200000,5.3646,5.3951,5.3639,5.3834,8629.402
1743256800000,5.3834,5.3859,5.3,5.3139,21429.885
1743260400000,5.3139,5.3407,5.2961,5.3053,9007.083
1743264000000,5.3053,5.3163,5.2456,5.25,17772.716
1743267600000,5.25,5.2726,5.1809,5.2217,27505.057
1743271200000,5.2217,5.2376,5.1716,5.181,13617.212
1743274800000,5.181,5.2161,5.163,5.2161,8874.887
1743278400000,5.2161,5.219,5.1516,5.1552,5307.84
1743282000000,5.1552,5.2046,5.1527,5.1925,6840.404
1743285600000,5.1925,5.2046,5.168,5.1768,13426.146
1743289200000,5.1768,5.2344,5.166,5.2284,4723.812
1743292800000,5.2284,5.2325,5.1634,5.2054,28222.43
1743296400000,5.2054,5.2698,5.2032,5.2445,9016.984
1743300000000,5.2445,5.308,5.2366,5.3001,6248.567
1743303600000,5.3001,5.315,5.2739,5.2779,19219.974
1743307200000,5.2779,5.3168,5.2737,5.3069,5146.182
1743310800000,5.3069,5.3103,5.2776,5.2831,3801.607
1743314400000,5.2831,5.3173,5.2612,5.3043,8857.811
1743318000000,5.3043,5.3197,5.2943,5.2978,6711.176
1743321600000,5.2978,5.3511,5.2961,5.3452,302034.697
1743325200000,5.3452,5.3524,5.3179,5.3225,10620.814
1743328800000,5.3225,5.3394,5.2833,5.2888,5109.021
1743332400000,5.2888,5.3335,5.2888,5.313,9872.989
1743336000000,5.313,5.3248,5.2942,5.3003,4998.634
1743339600000,5.3003,5.3143,5.2293,5.2459,39774.202
1743343200000,5.2459,5.2763,5.2251,5.2638,17441.748
1743346800000,5.2638,5.3019,5.2595,5.2897,10097.117
1743350400000,5.2897,5.316,5.2531,5.2678,21998.992
1743354000000,5.2678,5.336,5.2555,5.3319,19114.55
1743357600000,5.3319,5.3873,5.3319,5.3835,12043.965
1743361200000,5.3835,5.4066,5.3453,5.3538,12882.311
1743364800000,5.3538,5.3665,5.3248,5.328,13120.452
1743368400000,5.328,5.3468,5.2692,5.2813,11070.043
1743372000000,5.2813,5.3247,5.2203,5.301,14492.447
1743375600000,5.301,5.3038,5.2442,5.2933,4777.621
1743379200000,5.2933,5.3092,5.2055,5.2333,12017.767
1743382800000,5.2333,5.3338,5.2251,5.3216,4213.725
1743386400000,5.3216,5.3436,5.278,5.2895,16597.836
1743390000000,5.2895,5.3046,5.2277,5.2314,10109.825
1743393600000,5.2314,5.2726,5.2022,5.2345,9125.909
1743397200000,5.2345,5.2831,5.2345,5.2461,3350.187
1743400800000,5.2461,5.259,5.2057,5.2121,3980.384
1743404400000,5.2121,5.2327,5.095,5.133,23487.792
1743408000000,5.133,5.1978,5.1261,5.1417,32529.368
1743411600000,5.1417,5.165,5.085,5.1068,25404.733
1743415200000,5.1068,5.205,5.0661,5.1786,29947.382
1743418800000,5.1786,5.2106,5.1533,5.1929,13430.167
1743422400000,5.1929,5.278,5.1662,5.2709,9708.727
1743426000000,5.2709,5.3081,5.2411,5.2829,44393.308
1743429600000,5.2829,5.4232,5.2799,5.3884,58850.96
1743433200000,5.3884,5.4158,5.3355,5.3397,18380.769
1743436800000,5.3397,5.3671,5.3244,5.333,22823.474
1743440400000,5.333,5.3548,5.2591,5.2844,18126.104
1743444000000,5.2844,5.3302,5.2744,5.3067,14649.785
1743447600000,5.3067,5.3314,5.2576,5.2588,9670.99
1743451200000,5.2588,5.294,5.2518,5.2526,11830.099
1743454800000,5.2526,5.2747,5.2411,5.2442,6669.195
1743458400000,5.2442,5.253,5.2254,5.2529,7658.387
1743462000000,5.2529,5.2863,5.2489,5.2631,10940.805
1743465600000,5.2631,5.3089,5.2566,5.2912,16641.632
1743469200000,5.2912,5.2912,5.2473,5.2562,10736.123
1743472800000,5.2562,5.3248,5.2486,5.3206,8169.604
1743476400000,5.3206,5.3415,5.2921,5.295,8505.827
1743480000000,5.295,5.3146,5.2842,5.2953,8987.332
1743483600000,5.2953,5.33,5.2899,5.2939,5536.484
1743487200000,5.2939,5.3284,5.27,5.3176,39693.993
1743490800000,5.3176,5.3293,5.2857,5.2947,15727.912
1743494400000,5.2947,5.3868,5.2915,5.3734,46755.581
1743498000000,5.3734,5.412,5.3665,5.3853,16315.089
1743501600000,5.3853,5.3903,5.3139,5.3205,27319.507
1743505200000,5.3205,5.3532,5.2855,5.3443,13242.934
1743508800000,5.3443,5.3825,5.3199,5.3351,25619.813
1743512400000,5.3351,5.375,5.3323,5.3623,12088.081
1743516000000,5.3623,5.382,5.268,5.3701,26153.044
1743519600000,5.3701,5.4543,5.3701,5.4223,118739.634
1743523200000,5.4223,5.4457,5.3928,5.407,45996.634
1743526800000,5.407,5.4429,5.373,5.3864,20413.28
1743530400000,5.3864,5.3872,5.3526,5.368,8848.188
1743534000000,5.368,5.3765,5.34,5.3738,67863.078
1743537600000,5.3738,5.3804,5.3355,5.37,7557.93
1743541200000,5.37,5.4193,5.3639,5.4077,11877.949
1743544800000,5.4077,5.4437,5.4052,5.4142,5673.839
1743548400000,5.4142,5.4328,5.3902,5.4011,6113.414
1743552000000,5.4011,5.4011,5.3064,5.3148,9140.815
