timestamp,open,high,low,close,volume
1743134400000,185.23,185.47,178.29,179.46,4827.0
1743138000000,179.46,179.46,176.09,177.09,2596.1
1743141600000,177.09,179.16,175.78,176.06,1288.5
1743145200000,176.06,177.13,174.7,175.05,3259.9
1743148800000,175.05,176.51,174.57,174.84,1246.3
1743152400000,174.84,176.4,174.23,175.18,1435.9
1743156000000,175.18,176.37,174.39,174.74,1711.0
1743159600000,174.74,175.36,172.51,173.68,3536.9
1743163200000,173.68,174.09,171.22,171.5,3727.4
1743166800000,171.5,173.3,170.65,171.06,1430.0
1743170400000,171.06,172.1,170.06,170.9,1244.3
1743174000000,170.9,171.44,169.61,169.7,1837.3
1743177600000,169.7,170.54,168.32,169.24,2766.7
1743181200000,169.24,170.75,168.91,170.6,891.6
1743184800000,170.6,172.56,170.18,172.56,1611.6
1743188400000,172.56,172.96,170.59,171.13,756.1
1743192000000,171.13,172.2,170.21,170.52,829.9
1743195600000,170.52,172.62,170.15,172.0,375.1
1743199200000,172.0,173.86,171.91,173.78,727.2
1743202800000,173.78,175.9,172.55,175.64,1188.4
1743206400000,175.64,177.83,175.21,175.5,1360.1
1743210000000,175.5,176.37,174.92,176.1,1240.5
1743213600000,176.1,176.93,174.13,174.43,879.1
1743217200000,174.43,176.0,172.86,175.38,683.8
1743220800000,175.38,176.05,174.33,175.23,564.3
1743224400000,175.23,176.59,174.72,176.26,2180.5
1743228000000,176.26,177.79,174.48,177.36,1324.2
1743231600000,177.36,179.85,175.97,179.35,3552.5
1743235200000,179.35,180.38,177.73,178.72,3894.7
1743238800000,178.72,179.03,175.21,177.62,2283.1
1743242400000,177.62,178.56,176.23,176.8,3369.8
1743246000000,176.8,177.33,172.45,173.73,8771.4
1743249600000,173.73,175.9,173.31,174.75,1752.9
1743253200000,174.75,176.61,174.35,175.05,7205.6
1743256800000,175.05,175.16,173.1,173.43,2984.0
1743260400000,173.43,174.05,171.53,171.66,2168.5
1743264000000,171.66,173.0,169.47,169.73,2770.8
1743267600000,169.73,170.92,167.03,168.94,3188.2
1743271200000,168.94,169.53,167.58,167.98,1782.1
1743274800000,167.98,169.88,167.15,169.73,916.0
1743278400000,169.73,169.73,166.0,166.17,1566.6
1743282000000,166.17,167.94,165.85,166.98,688.9
1743285600000,166.98,167.46,165.69,166.26,980.3
1743289200000,166.26,168.03,165.92,168.02,624.8
1743292800000,168.02,168.52,165.85,167.58,818.7
1743296400000,167.58,169.35,167.57,168.41,984.9
1743300000000,168.41,169.2,167.57,168.41,1634.0
1743303600000,168.41,169.57,166.27,166.51,1025.4
1743307200000,166.51,167.77,166.25,166.7,663.7
1743310800000,166.7,167.19,165.54,165.93,1545.0
1743314400000,165.93,166.44,164.74,165.95,826.9
1743318000000,165.95,166.66,164.92,164.99,431.7
1743321600000,164.99,167.76,164.99,167.34,803.3
1743325200000,167.34,167.55,166.22,166.27,1663.6
1743328800000,166.27,166.94,164.32,164.83,1604.2
1743332400000,164.83,165.98,164.5,165.27,743.5
1743336000000,165.27,165.87,164.29,164.9,1088.9
1743339600000,164.9,165.25,162.51,163.04,2875.5
1743343200000,163.04,164.35,162.88,163.57,1772.9
1743346800000,163.57,164.99,163.49,163.9,793.1
1743350400000,163.9,164.68,161.56,162.27,2625.8
1743354000000,162.27,163.48,161.29,163.48,1549.5
1743357600000,163.48,166.24,163.46,166.2,1352.9
1743361200000,166.2,167.25,164.92,164.93,1345.9
1743364800000,164.93,166.06,164.52,165.89,419.5
1743368400000,165.89,166.99,164.06,164.69,677.2
1743372000000,164.69,165.56,161.7,164.11,1945.5
1743375600000,164.11,164.22,162.11,163.54,1380.0
1743379200000,163.54,164.15,159.7,160.84,2851.4
1743382800000,160.84,164.62,160.55,163.01,1652.1
1743386400000,163.01,163.71,161.62,162.29,1144.5
1743390000000,162.29,162.8,159.74,159.85,1628.8
1743393600000,159.85,161.35,159.08,160.45,1140.6
1743397200000,160.45,161.98,160.27,160.63,1004.6
1743400800000,160.63,161.05,158.76,159.18,1909.0
1743404400000,159.18,160.09,156.07,156.84,3656.5
1743408000000,156.84,157.5,153.0,153.12,4085.8
1743411600000,153.12,154.35,152.04,152.43,3656.0
1743415200000,152.43,155.94,151.77,155.39,2110.8
1743418800000,155.39,156.78,154.47,156.28,1517.4
1743422400000,156.28,159.53,155.0,158.8,4921.8
1743426000000,158.8,159.15,155.13,157.47,6292.3
