timestamp,open,high,low,close,volume
1743134400000,86741.8,86792.8,85893.1,86253.8,12490.3104
1743138000000,86253.8,86253.8,85780.0,86007.4,8959.0981
1743141600000,86007.4,86215.5,85611.7,85680.9,7751.4579
1743145200000,85680.9,85835.9,85131.0,85183.6,12769.0288
1743148800000,85183.6,85409.5,85022.0,85181.2,8078.9037
1743152400000,85181.2,85387.5,84964.0,85118.9,6075.1034
1743156000000,85118.9,85220.0,84851.3,84916.3,4426.1055
1743159600000,84916.3,85219.2,84780.0,85215.1,8960.7143
1743163200000,85215.1,85568.7,84850.0,84997.4,9522.8455
1743166800000,84997.4,85530.0,84872.0,84958.2,9437.9063
1743170400000,84958.2,85077.7,84123.0,84133.9,17161.3828
1743174000000,84133.9,84486.3,83923.2,84009.1,10583.6827
1743177600000,84009.1,84184.7,83630.8,83770.0,8266.5756
1743181200000,83770.0,83976.9,83553.7,83975.0,6511.1853
1743184800000,83975.0,84126.4,83677.7,83847.4,3950.9289
1743188400000,83847.4,83868.7,83600.0,83760.7,3035.4797
1743192000000,83760.7,84113.9,83674.5,83769.2,2828.8298
1743195600000,83769.2,84077.0,83659.7,84019.6,1761.4837
1743199200000,84019.6,84443.5,84019.6,84443.4,2585.2526
1743202800000,84443.4,84499.5,84162.6,84380.7,2975.146
1743206400000,84380.7,84585.4,84308.5,84349.9,1901.4721
1743210000000,84349.9,84450.0,84170.7,84234.9,2057.9476
1743213600000,84234.9,84391.6,83783.7,83820.1,3504.1944
1743217200000,83820.1,84219.0,83688.0,84131.4,3513.9228
1743220800000,84131.4,84222.0,83929.0,84041.2,1312.4223
1743224400000,84041.2,84057.1,83820.0,83985.1,1641.8839
1743228000000,83985.1,83985.1,83633.8,83757.5,3274.8943
1743231600000,83757.5,83847.8,83618.0,83696.1,1920.7478
1743235200000,83696.1,83912.8,83632.0,83897.1,2203.4494
1743238800000,83897.1,83917.2,83089.3,83524.4,6416.7133
1743242400000,83524.4,83524.4,82770.1,82880.0,8447.2594
1743246000000,82880.0,83075.0,81965.2,82249.9,14601.4599
1743249600000,82249.9,82482.7,82104.0,82417.4,5449.4708
1743253200000,82417.4,82821.9,82403.9,82799.1,6095.067
1743256800000,82799.1,82839.9,82412.9,82464.6,3864.6088
1743260400000,82464.6,82588.7,82344.5,82371.7,2399.4679
1743264000000,82371.7,82647.1,82131.2,82160.0,4762.6481
1743267600000,82160.0,82583.3,81609.5,82293.3,13283.1565
1743271200000,82293.3,82640.0,82170.5,82307.4,3028.2354
1743274800000,82307.4,82718.0,82165.1,82717.9,2413.6617
1743278400000,82717.9,82744.0,82375.3,82466.6,2503.2658
1743282000000,82466.6,82637.4,82306.3,82477.0,1167.9307
1743285600000,82477.0,82477.0,82216.9,82355.7,951.031
1743289200000,82355.7,82640.0,82295.9,82604.8,1093.7605
1743292800000,82604.8,82860.0,82450.9,82763.5,2718.4724
1743296400000,82763.5,83020.6,82719.1,82899.9,3827.9028
1743300000000,82899.9,83324.0,82871.6,83278.3,3300.6914
1743303600000,83278.3,83450.0,83007.1,83042.7,3617.6993
1743307200000,83042.7,83279.0,83040.0,83076.7,1867.939
1743310800000,83076.7,83182.0,82881.1,82916.9,2189.3911
1743314400000,82916.9,83254.0,82820.0,83147.9,3394.6346
1743318000000,83147.9,83283.0,83017.0,83037.4,2985.9955
